input_order,ligand_id,Canonical SMILES,Butina_clusters,cluster_size,cluster_center_ligand_id
280,363,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,1129,3,322
281,364,CC1(C)CC1C(=O)NC(=CCCCCSCC(N)C(=O)O)C(=O)O,8040,1,364
282,365,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,2075,2,163
283,366,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,8039,1,366
284,368,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,8038,1,368
285,370,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,8037,1,370
286,372,NC1CONC1=O,8036,1,372
287,374,Nc1ccncc1,8035,1,374
288,375,N=C(N)N1CCc2ccccc2C1,8034,1,375
289,376,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,1136,2,376
290,377,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,1768,2,377
291,378,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,8033,1,378
292,379,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,2052,2,379
293,380,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,448,5,380
294,381,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,8032,1,381
295,382,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,698,4,141
296,383,c1ccc(-c2ccccc2)cc1,2047,2,383
297,386,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,1278,2,386
298,388,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,8031,1,388
299,389,O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,1190,2,389
300,391,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,8030,1,391
301,392,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,8029,1,392
302,393,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,8028,1,393
303,394,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,1807,2,394
304,395,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,52,13,395
305,396,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,218,4,396
306,397,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,8027,1,397
307,398,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,8026,1,398
308,399,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,8025,1,399
309,400,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,8024,1,400
310,401,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,8023,1,401
311,402,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,2066,2,402
312,403,NCC(=O)O,8022,1,403
313,404,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,8021,1,404
314,405,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,8020,1,405
315,406,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,221,7,406
316,407,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,8019,1,407
317,408,CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,8018,1,408
318,410,CC(CNC1CCCCC1)OC(=O)c1ccccc1,8017,1,410
319,411,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,8016,1,411
320,412,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,8015,1,412
321,414,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,1494,2,414
322,415,CC(C)NNC(=O)c1ccncc1,8014,1,415
323,416,CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,1135,1,416
324,417,CNC(C)CCC=C(C)C,8013,1,417
325,418,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,311,6,179
326,420,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,8012,1,420
327,421,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,8011,1,421
328,422,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,8010,1,422
329,423,NC(CS)C(=O)O,8009,1,423
330,424,C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13,2,42,424
331,425,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,2,42,424
332,426,NC(Cc1cnc[nH]1)C(=O)O,8008,1,426
333,427,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,8007,1,427
334,428,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,8006,1,428
335,429,O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,8005,1,429
336,431,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,856,3,306
337,432,NCc1ccc(S(N)(=O)=O)cc1,8004,1,432
338,433,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,2074,2,118
339,434,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,1874,2,434
340,436,CNC(C)(C)Cc1ccccc1,8003,1,436
341,437,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,412,5,437
342,438,COc1cc(CCN)cc(OC)c1OC,8002,1,438
343,440,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,2030,2,440
344,442,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2,8001,1,442
345,446,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,8000,1,446
346,447,C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,1014,2,447
347,448,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,7999,1,448
348,449,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,695,3,449
349,450,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,7998,1,450
350,451,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,7997,1,451
351,452,O=[N+]([O-])c1ccc(O)c2ncccc12,7996,1,452
352,454,CN(C)CCON=C1c2ccccc2CCc2ccccc21,7995,1,454
353,456,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,1134,2,456
354,457,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,7994,1,457
355,459,C#CCN(C)Cc1ccccc1,7993,1,459
356,461,CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,1838,2,461
357,462,C1CCc2nnnn2CC1,1895,2,462
358,463,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,97,9,463
359,466,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,7992,1,466
360,467,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,7991,1,467
361,468,O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21,7990,1,468
362,469,C1CNCCN1,2046,2,469
363,470,Cc1ccc(=O)n(-c2ccccc2)c1,7989,1,470
364,471,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,1133,2,471
365,472,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,7988,1,472
366,473,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,7987,1,473
367,474,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,589,4,474
368,475,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1098,3,475
369,476,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,7986,1,476
370,477,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,7985,1,477
371,478,CCC(=O)O,7984,1,478
372,479,CNC(C)CC1CCCCC1,7983,1,479
373,480,Cc1ncc(CO)c(C=O)c1O,7982,1,480
374,481,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,7981,1,481
375,482,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,96,10,482
376,483,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21,1127,3,483
377,486,NCCCNCCCCNCCCN,2042,2,486
378,487,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,7980,1,487
379,488,CC(SC(=O)c1cccs1)C(=O)NCC(=O)O,7979,1,488
380,489,CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2,7978,1,489
381,490,O=C(O)CCC(=O)O,665,3,295
382,491,CC1(C)C(C(=O)O)N2C(=O)CC2S1(=O)=O,7977,1,491
383,492,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,7976,1,492
384,493,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,1654,2,493
385,494,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,1126,3,263
386,495,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,7975,1,495
387,496,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,1132,2,496
388,497,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,7974,1,497
389,498,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,7973,1,498
390,499,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,7972,1,499
391,500,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,7971,1,500
392,501,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,7970,1,501
393,502,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,7969,1,502
394,503,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,1132,2,496
395,506,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,7968,1,506
396,507,CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,7967,1,507
397,508,c1ccc2[nH]c(-c3cscn3)nc2c1,7966,1,508
398,509,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,1527,2,509
399,510,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,1988,2,510
400,511,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,39,15,230
401,512,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,897,3,512
402,513,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,7965,1,513
403,514,CC(S)C(=O)NCC(=O)O,7964,1,514
404,515,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,19,18,182
405,516,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,7963,1,516
406,519,Cc1ccc(C(C)C)c(OCC2=NCCN2)c1,820,3,519
407,520,CCOC(N)=O,7962,1,520
408,521,CCOc1ccccc1OCC1CNCCO1,7961,1,521
409,523,OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O,7960,1,523
410,524,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,7959,1,524
411,525,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,7958,1,525
412,526,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,7957,1,526
413,527,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,52,13,395
414,528,CNC=O,7956,1,528
415,529,CN(C)CCO,7955,1,529
416,530,O=CCCCC=O,7954,1,530
417,531,COc1ccccc1O,7953,1,531
418,532,CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,2073,2,14
419,533,CCCC(CCC)C(=O)O,748,3,533
420,534,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,7952,1,534
421,535,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,7951,1,535
422,537,O=C(O)c1cccnc1,7950,1,537
423,540,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1917,2,540
424,541,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,7949,1,541
425,542,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,2072,2,72
426,544,Clc1ccccc1CN1CCc2sccc2C1,7948,1,544
427,546,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,719,3,546
428,547,Nc1ccc(C(=O)O)c(O)c1,7947,1,547
429,548,O=C(O)P(=O)(O)O,7946,1,548
430,551,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,7945,1,551
431,553,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,45,14,293
432,554,COc1ccc2cc(C(C)C(=O)O)ccc2c1,7944,1,554
433,556,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,7943,1,556
434,559,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,1413,2,559
435,562,CN(C)CCOC(c1ccccc1)c1ccccc1,1131,3,562
436,564,CC(C)(N)Cc1ccccc1,7942,1,564
437,565,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,7941,1,565
438,566,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,1130,3,566
439,567,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,7940,1,567
440,568,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,7939,1,568
441,569,CCC(CO)NCCNC(CC)CO,7938,1,569
442,573,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,694,2,573
443,574,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,7937,1,574
444,579,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,2071,2,579
445,580,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,7936,1,580
446,583,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,245,6,160
447,584,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O,1124,3,584
448,585,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,2071,2,579
449,586,NC1CC1c1ccccc1,7935,1,586
450,587,Nc1ccc(C(=O)O)cc1,7934,1,587
451,589,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,7933,1,589
452,591,Cc1ccccc1C(OCCN(C)C)c1ccccc1,1131,3,562
453,592,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,7932,1,592
454,593,CNCCCC1c2ccccc2C=Cc2ccccc21,7931,1,593
455,594,NC(=O)c1ccccc1O,7930,1,594
456,595,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,7929,1,595
457,596,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,449,5,357
458,597,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,269,6,597
459,598,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,1129,3,322
460,599,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,7928,1,599
461,600,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,135,6,340
462,601,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,1643,2,601
463,602,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,842,3,602
464,603,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,1948,2,603
465,604,CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,269,6,597
466,605,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,2068,2,605
467,607,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,2070,1,607
468,608,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,122,8,608
469,609,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,448,5,380
470,611,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,7927,1,611
471,612,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,448,5,380
472,613,OCC1OC(n2cnc3c2NC=NCC3O)CC1O,1878,2,613
473,614,O=Cc1ccc(O)c(O)c1,7926,1,614
474,615,OC1CCN2Cc3ccccc3N=C12,7925,1,615
475,616,O=C(O)CCCCC1CCSS1,1606,2,616
476,617,C1CCN2CC3CC(CN4CCCCC34)C2C1,7924,1,617
477,618,O=C1C=CCC2C3CCCN4CCCC(CN12)C34,7923,1,618
478,619,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,7922,1,619
479,620,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,2031,2,620
480,621,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,7921,1,621
481,622,C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,1765,2,622
482,623,COc1cc2c(cc1O)CC1c3c(cc(O)c(OC)c3-2)CCN1C,443,5,623
483,624,CC1C2CCC3C4CC=C5CC(N(C)C)CCC5(C)C4CCC32CN1C,7920,1,624
484,625,O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,7919,1,625
485,626,C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)OCCC21O,7918,1,626
486,627,CC12CCC(O)CC1CCC1C2CCC2(C)C(c3ccc(=O)oc3)CCC12O,447,3,627
487,629,COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4,985,3,629
488,630,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,7917,1,630
489,631,COc1ccc(CC2c3cc(Oc4cc(CC5c6cc(OC)c(OC)cc6CCN5C)ccc4O)c(OC)cc3CCN2C)cc1,1533,2,631
490,633,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O,1124,3,584
491,634,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,7916,1,634
492,637,O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21,7915,1,637
493,638,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,112,9,638
494,640,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,1128,3,640
495,641,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,101,9,113
496,642,OC(O)C(Cl)(Cl)Cl,7914,1,642
497,643,CCN(CC)C(=O)N1CCN(C)CC1,7913,1,643
498,645,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,1870,2,645
499,646,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,7912,1,646
500,647,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,7911,1,647
501,648,OCCO,7910,1,648
502,649,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,7909,1,649
503,650,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,7908,1,650
504,651,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,7907,1,651
505,653,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,7906,1,653
506,655,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,7905,1,655
507,658,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,995,3,658
508,659,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,9,22,659
509,660,CCOC(=O)Nc1c[n+](N2CCOCC2)no1,7904,1,660
510,664,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,1127,3,483
511,666,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,7903,1,666
512,667,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,1804,2,667
513,668,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,7902,1,668
514,669,CCN(CC)CCNC(=O)c1ccc(N)cc1,1986,2,669
515,670,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,7901,1,670
516,671,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,7900,1,671
517,672,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,1126,3,263
518,674,Nc1c2c(nc3ccccc13)CCCC2,1934,2,674
519,676,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,686,4,23
520,677,COc1cccc(C2(O)CCCCC2CN(C)C)c1,2069,1,677
521,678,ClC=C(Cl)Cl,7899,1,678
522,679,CN(C)CCN(Cc1ccccc1)c1ccccn1,446,4,361
523,680,CC(N)=O,7898,1,680
524,681,CC(=O)OC(CC(=O)O)C[N+](C)(C)C,7897,1,681
525,682,N=C(N)SCCN,1125,3,682
526,683,NC(CN(O)N=O)C(=O)O,7896,1,683
527,684,C[N+](C)(C)CC(=O)O,7895,1,684
528,686,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(OC=O)c3ccccc3)C2SC1,2068,2,605
529,687,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,449,5,357
530,688,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,1448,2,688
531,689,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,7894,1,689
532,690,CC(=O)NC1C(O)OC(OS(=O)(=O)O)C(O)C1OC1OC(C(=O)O)C(O)C(O)C1O,7893,1,690
533,691,O=C(O)CC(O)(CC(=O)O)C(=O)O,7892,1,691
534,694,CNCCCN1c2ccccc2CCc2ccccc21,2067,1,694
535,695,CCN(CC)C(=S)S,7891,1,695
536,696,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,7890,1,696
537,697,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)CCC3N)C2O)OCC1(C)O,220,7,166
538,698,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,2066,2,402
539,699,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,7889,1,699
540,700,O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,693,4,700
541,701,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,7888,1,701
542,702,CNCCCC12CCC(c3ccccc31)c1ccccc12,1833,2,702
543,703,O=S(=O)(O)CCS,7887,1,703
544,704,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,1897,2,704
545,705,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,842,3,602
546,706,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,122,8,608
547,707,O=C(NCCO[N+](=O)[O-])c1cccnc1,7886,1,707
548,708,O=C(O)C=Cc1ccc(Cn2ccnc2)cc1,7885,1,708
549,709,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,1913,2,709
550,710,O=C(O)Cc1ccccc1,1801,2,710
551,711,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,1124,3,584
552,712,CN(C)CCCN1c2ccccc2Sc2ccccc21,26,17,272
553,714,O=C(O)O,7884,1,714
554,716,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,7883,1,716
555,718,NC(=O)c1csc(C2OC(CO)C(O)C2O)n1,7882,1,718
556,719,Nc1n[n+](O)c2ccccc2[n+]1O,7881,1,719
557,721,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,2065,2,98
558,722,NC(CO)(CO)CO,7880,1,722
559,724,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,1451,2,724
560,725,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1,1123,2,725
561,726,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,155,8,726
